©╛╥А©Ь,аЖ©╙╪╪╨н╠╦╨п,╟е╥║юо,╠Б©б(║фC),╫ю╣╣(%),юоа╤(hr),╫ц╟ё,юЭ╥б╟е╥║╥╝(╢эю╖ : MWh)
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,8.5,78,,7,0.077488
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,8.4,80,0,8,2.074994
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,8.5,78,0,9,9.421312
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,9.4,67,0.1,10,14.205062
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,9,53,0.2,11,13.450043
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,9.3,50,0.1,12,14.847335
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,9.3,47,0.2,13,14.493324
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,8.8,47,0.1,14,13.699786
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,8.8,47,0.2,15,6.12368
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,8.4,47,0,16,1.837743
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,7.5,53,0,17,1.085093
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,6.9,55,0,18,0.94432
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,6.6,56,,19,0.524
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,6.3,58,,20,0.43664
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,5.8,58,,21,0.33408
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,5.4,56,,22,0.12288
еб╬Г╠╓,╠╓аж╫ц,2019-11-27,4.7,53,,23,0.00288
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,4,52,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,3.9,52,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,3.4,54,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,3,57,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,2.7,60,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,2.2,63,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,1.7,63,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,2,62,,7,0.697882
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,2.9,56,0.1,8,5.594534
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,4.2,53,0.6,9,10.328355
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,5.4,47,0.4,10,22.67291
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,7.3,44,1,11,28.915073
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,9.3,42,1,12,30.20831
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,11.2,43,1,13,28.655746
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,12.5,39,1,14,23.720371
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,12,42,1,15,13.424413
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,11.2,46,1,16,4.064657
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,9.6,52,1,17,1.232898
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,8.3,61,0.1,18,2.05988
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,7.4,66,,19,1.13864
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,6.8,71,,20,0.47368
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,6.2,76,,21,0.09224
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,5.9,80,,22,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-28,5.7,85,,23,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,4.9,89,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,4.8,87,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,4.3,92,,2,0.00048
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,3.2,91,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,2.8,88,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,2.8,82,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,2.9,78,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,2.1,74,,7,0.487352
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,2.7,65,0.1,8,7.324785
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,4.4,53,1,9,18.966163
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,5.8,39,1,10,27.800786
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,7.4,32,1,11,32.553001
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,8.8,22,1,12,34.261033
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,9.5,20,1,13,33.310991
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,11,12,1,14,27.598914
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,10.6,10,1,15,15.691905
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,10,16,1,16,4.645065
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,8.6,19,1,17,1.215282
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,7.2,26,0.2,18,2.07694
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,5.1,40,,19,1.1392
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,5.1,38,,20,0.4708
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,4.3,44,,21,0.09224
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,3.7,47,,22,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-29,3.5,49,,23,0.00048
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,3.1,51,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,2.9,49,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,1.7,57,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,1.7,58,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,1,62,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,0.7,61,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,0.4,63,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,0.3,69,,7,0.4988
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,0.4,67,0.1,8,6.988913
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,2.2,58,1,9,17.984885
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,5.3,46,1,10,26.372529
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,8.5,36,1,11,30.256762
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,10.7,34,1,12,30.789867
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,13.2,34,1,13,28.849902
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,14.6,35,1,14,22.414992
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,15.5,39,1,15,9.190935
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,13.8,41,0.4,16,1.213738
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,11.7,45,0,17,1.11588
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,10.3,48,0,18,2.07284
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,9.7,49,,19,1.1348
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,9.4,50,,20,0.47224
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,8.8,55,,21,0.09352
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,8.8,54,,22,0
еб╬Г╠╓,╠╓аж╫ц,2019-11-30,8.5,54,,23,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,8.4,53,,0,0.00048
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,8,56,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,7.9,57,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,7.8,60,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,7.6,62,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,7.7,61,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,7.5,66,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,7.2,73,,7,0.025473
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.8,82,0,8,0.825171
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.1,82,0,9,2.682514
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6,85,0,10,2.101583
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,5.5,94,0,11,2.337263
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,5.6,96,0,12,2.0118
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,5.7,96,0,13,1.443451
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,5.9,96,0,14,0.833089
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.2,97,0,15,0.40361
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.3,97,0,16,0.111365
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.7,97,0,17,0.003852
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.7,97,0,18,0.1292
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.7,97,,19,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.8,97,,20,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.7,97,,21,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.6,96,,22,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-01,6.1,96,,23,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.2,95,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.2,96,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.7,94,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.5,74,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,5.9,69,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6,63,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,5.6,66,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,4.8,74,,7,0.263531
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,4.8,80,0,8,4.492204
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6,65,0.6,9,4.520689
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.1,63,0,10,11.188451
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.6,57,0.4,11,17.035359
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,7,60,0.6,12,17.184808
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.4,62,0.4,13,12.863759
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,7.1,55,0.3,14,12.317804
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,6.1,54,0.2,15,7.161286
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,5.6,58,0.3,16,2.504043
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,4.1,81,0.2,17,1.016984
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,3.8,80,0,18,1.17592
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,3.2,89,,19,0.47848
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,3.6,80,,20,0.23904
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,3.2,78,,21,0.1181
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,3.5,74,,22,0.0799
еб╬Г╠╓,╠╓аж╫ц,2019-12-02,3.6,66,,23,0.0424
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,3.4,61,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,3.3,64,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,2.3,80,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,1.5,94,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,1.8,94,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,1.7,93,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,1.9,89,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,1.5,84,,7,0.162031
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,1.6,90,0.1,8,4.486389
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,3.2,73,0.5,9,10.869727
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,3.9,59,0.6,10,24.345231
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,5.8,53,1,11,24.89291
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,6.6,54,0.9,12,19.077185
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,7.8,53,0.8,13,16.192137
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,7.5,55,0.1,14,8.090332
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,7.5,55,0,15,3.95754
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,7.5,49,0.1,16,1.194548
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,7,53,0,17,1.106951
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,6.4,50,0,18,1.48758
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,5.7,55,,19,0.795
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,5.2,58,,20,0.246
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,4.2,69,,21,0.08832
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,3.6,73,,22,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-03,3.5,70,,23,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,2.8,74,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,2.6,74,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,2.5,75,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,2.3,83,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,2.6,82,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,2.9,85,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,3,85,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,3.3,84,,7,0.219495
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,3.2,86,0,8,4.846918
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,4.4,77,0.7,9,15.330801
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,6.4,67,1,10,23.764464
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,8.3,56,1,11,29.553838
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,9.8,53,1,12,30.672898
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,10.4,46,1,13,26.273663
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,10.4,41,0.9,14,22.513982
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,10.9,39,1,15,13.241608
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,10.7,37,0.9,16,4.096588
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,9.5,43,1,17,1.215661
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,7.8,51,0,18,2.05712
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,7.4,53,,19,1.13624
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,7,57,,20,0.6404
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,6.2,64,,21,0.2676
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,4.8,70,,22,0.17664
еб╬Г╠╓,╠╓аж╫ц,2019-12-04,5.6,68,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,4.6,75,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,4.5,77,,1,0.11448
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,3.9,80,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,2.9,87,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,2.6,85,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,3.6,70,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,3.5,66,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,2.5,65,,7,0.295278
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,2.2,63,0.1,8,6.020004
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,3.9,53,1,9,17.554825
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,3.9,44,1,10,27.380485
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,4.2,32,1,11,33.294789
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,4,26,1,12,34.406317
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,5.8,29,1,13,32.868648
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,5.1,35,1,14,24.278629
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,4.8,41,0.9,15,7.585514
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,4.2,46,0.8,16,1.892409
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,2.3,54,0.1,17,1.045428
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,1.8,56,0,18,2.0302
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,1.2,66,,19,1.21842
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,0.7,76,,20,0.71842
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,0.4,67,,21,0.27334
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,0.1,64,,22,0.17688
еб╬Г╠╓,╠╓аж╫ц,2019-12-05,-0.6,57,,23,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-1.5,57,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-2.6,53,,1,0.00792
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-3.2,50,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-3.5,46,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-3.9,49,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-4.3,47,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-4.6,50,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-4.7,49,,7,0.114106
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-4.8,48,0,8,5.810474
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-3.1,43,0.9,9,16.786714
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-1.9,41,1,10,27.403873
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-0.3,35,1,11,31.087794
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,1.7,28,1,12,29.959662
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,2.9,16,1,13,33.39014
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,2.8,15,1,14,27.284565
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,3.4,19,1,15,15.190685
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,2.7,22,1,16,4.662162
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,1.4,27,1,17,1.216621
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-0.2,35,0.2,18,2.0723
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-0.5,33,,19,1.14168
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-0.8,40,,20,0.62936
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-1,37,,21,0.26992
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-1.9,39,,22,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-06,-2.4,49,,23,0.17688
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-2.6,40,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-2.9,37,,1,0.00672
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-3.8,43,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-3.6,41,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-3.7,41,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-3.3,39,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-2.2,40,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-2,43,,7,0.252953
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-1.6,48,0.1,8,5.887628
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,-1.5,51,1,9,16.664325
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,0.5,47,1,10,24.664985
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,3.6,42,1,11,29.34071
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,5.5,39,1,12,30.553155
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,7.7,41,1,13,29.09685
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,8.3,39,1,14,24.049382
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,8.3,39,1,15,13.774287
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,7.9,40,1,16,4.048065
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,6.7,46,0.9,17,1.200121
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,5.8,50,0,18,2.06152
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,5.9,52,,19,1.1396
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,5.8,55,,20,0.64184
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,5.8,56,,21,0.2692
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,5.3,58,,22,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-12-07,4.5,64,,23,0.17688
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,4.3,66,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,3.7,70,,1,0.00384
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,4.1,70,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,4.1,70,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,2.5,78,,4,0.00048
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,2.3,81,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,1.8,81,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,2.3,78,,7,0.274445
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,2.1,75,0,8,5.62472
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,3.8,67,1,9,16.548502
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,5,57,1,10,25.320519
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,6.3,54,1,11,31.095648
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,6.9,48,1,12,32.791574
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,7.7,46,1,13,31.238229
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,9.3,41,1,14,25.348039
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,8.8,41,1,15,14.171196
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,9.1,41,1,16,4.170843
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,7.3,45,1,17,1.201689
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,5.8,52,0.1,18,2.0658
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,4.6,62,,19,1.13884
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,4.1,66,,20,0.63488
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,3.4,69,,21,0.26712
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,2.6,69,,22,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-12-08,1.7,78,,23,0.17664
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,1.5,81,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,0.9,81,,1,0.00576
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,0.1,86,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,-0.4,85,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,-0.5,87,,4,0.00048
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,-0.8,89,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,-0.8,88,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,-1,88,,7,0.234182
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,-1.3,88,0,8,3.766513
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,0,84,0.8,9,9.046796
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,2,72,0.5,10,14.38249
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,4.4,66,0.7,11,20.605337
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,6.2,57,0.5,12,25.78508
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,8.4,51,1,13,20.864932
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,10.1,50,0.8,14,11.573384
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,10.5,50,0.6,15,9.218041
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,11,51,0.7,16,3.20229
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,9.9,56,0.6,17,1.16601
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,8.6,61,0,18,1.79512
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,7.7,68,,19,1.05648
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,7.2,72,,20,0.46256
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,6.8,73,,21,0.26856
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,6.3,75,,22,0.17664
еб╬Г╠╓,╠╓аж╫ц,2019-12-09,5.2,83,,23,0.17688
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,4.7,85,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,4.2,88,,1,0.00624
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,4.5,88,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,4.4,87,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,3.6,87,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,3.5,90,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,3.7,89,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,3.7,92,,7,0.154763
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,3.7,92,0,8,3.802069
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,4.5,89,0.2,9,9.577771
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,6.5,80,0.4,10,13.670149
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,8.4,74,0.7,11,20.141868
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,10.8,66,1,12,23.782705
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,13.3,60,1,13,17.10774
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,14.4,52,0.8,14,14.649483
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,14.8,52,1,15,8.309623
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,14.5,55,0.9,16,2.949819
еб╬Г╠╓,╠╓аж╫ц,2019-12-10,13.7,57,0.2,17,1.260337
